Sample_code;Project;Cruise_year;Cruise_number;Station_event_code;Station_number;Sampling_tool;Sampling_tool_serial_id;Core_code;Slice_interval_from_cm;Slice_interval_to_cm;Longitude;Latitude;Position_info;Depth;Batch_code;Naphthalene_µg/kg;2-Methylnaphthalene_µg/kg;1-Methylnaphthalene_µg/kg;Biphenyl_µg/kg;C2-Naphthalenes_µg/kg;2,6-Dimethylnaphthalene_µg/kg;1,3-Dimethylnaphthalene_µg/kg;2,3-Dimethylnaphthalene_µg/kg;1,4-Dimethylnaphthalene_µg/kg;C3-Naphthalenes_µg/kg;Acenaphthylene_µg/kg;Acenaphthene_µg/kg;Dibenzofuran_µg/kg;1,3,7-Trimethylnaphthalene_µg/kg;2,3,5-Trimethylnaphthalene_µg/kg;1,2,3-Trimethylnaphthalene_µg/kg;1,4,6,7-Tetramethylnaphthalene_µg/kg;1,2,5,6-Tetramethylnaphthalene_µg/kg;Fluorene_µg/kg;1-Methylfluorene_µg/kg;Dibenzothiophene_µg/kg;Phenanthrene_µg/kg;Anthracene_µg/kg;C1-Phenanthrenes_µg/kg;C2-Phenanthrenes_µg/kg;C3-Phenanthrenes_µg/kg;C1-Dibenzothiophenes_µg/kg;C2-Dibenzothiophenes_µg/kg;C3-Dibenzothiophenes_µg/kg;4-Methyldibenzothiophene_µg/kg;3-Methylphenanthrene_µg/kg;2-Methylphenanthrene_µg/kg;9-Methylphenanthrene_µg/kg;1-Methylphenanthrene_µg/kg;4-Ethyldibenzothiophene_µg/kg;3,6-Dimethylphenanthrene_µg/kg;4-Propyldibenzothiophene_µg/kg;(1,5+1,7)-Dimethylphenanthrenes_µg/kg;1,5-Dimethylphenanthrene_µg/kg;1,7-Dimethylphenanthrene_µg/kg;1,2-Dimethylphenanthrene_µg/kg;2,6,9-Trimethylphenanthrene_µg/kg;1,2,6-Trimethylphenanthrene_µg/kg;(1,2,5+1,2,7)-Trimethylphenanthrenes_µg/kg;1,2,7-Trimethylphenanthrene_µg/kg;1,2,6,9-Tetramethylphenanthrene_µg/kg;Fluoranthene_µg/kg;Pyrene_µg/kg;Benz[a]anthracene_µg/kg;Chrysene_µg/kg;1-Methylchrysene_µg/kg;6-Ethylchrysene_µg/kg;6-Propylchrysene_µg/kg;Benzo[b,j,k]fluoranthenes_µg/kg;Benzo[b]fluoranthene_µg/kg;Benzo[k]fluoranthene_µg/kg;Benzo[j]fluoranthene_µg/kg;Benzo[e]pyrene_µg/kg;Benzo[a]pyrene_µg/kg;Perylene_µg/kg;Indeno[1,2,3-cd]pyrene_µg/kg;Dibenz[a,h]anthracene_µg/kg;Benzo[ghi]perylene_µg/kg;THC_mg/kg;BDE_28_µg/kg;BDE_35_µg/kg;BDE_75_µg/kg;BDE_49_µg/kg;BDE_71_µg/kg;BDE_49+BDE_71_µg/kg;BDE_47_µg/kg;BDE_66_µg/kg;BDE_77_µg/kg;BDE_100_µg/kg;BDE_119_µg/kg;BDE_99_µg/kg;BDE_118_µg/kg;BDE_85_µg/kg;BDE_154_µg/kg;BDE_153_µg/kg;BDE_138_µg/kg;BDE_183_µg/kg;BDE_181_µg/kg;BDE_190_µg/kg;BDE_207_µg/kg;BDE_203_µg/kg;BDE_196_µg/kg;BDE_205_µg/kg;BDE_195_µg/kg;BDE_206_µg/kg;BDE_209_µg/kg;PCB_28_µg/kg;PCB_31_µg/kg;PCB_52_µg/kg;PCB_101_µg/kg;PCB_105_µg/kg;PCB_118_µg/kg;PCB_138_µg/kg;PCB_153_µg/kg;PCB_156_µg/kg;PCB_180_µg/kg;p,p'-DDD_µg/kg;p,p'-DDE_µg/kg;p,p'-DDT_µg/kg;HCB_µg/kg;α-HCH_µg/kg;β-HCH_µg/kg;γ-HCH_µg/kg;trans-Nonachlor_µg/kg;Dieldrin_µg/kg;Siloxane_D4_µg/kg;Siloxane_D5_µg/kg;Siloxane_D6_µg/kg;SCCP_µg/kg;MCCP_µg/kg;LCCP_µg/kg;TEP_µg/kg;TCEP_µg/kg;TPrP_µg/kg;TCIPP_µg/kg;TiBP_µg/kg;TiBP+TnBP_µg/kg;BdPhP_µg/kg;TPHP_µg/kg;DBPhP_µg/kg;TnBP_µg/kg;TDCIPP_µg/kg;TBOEP_µg/kg;TCP_µg/kg;EHDP_µg/kg;TEHP_µg/kg;TXP_µg/kg;TIPPP_µg/kg;TTBPP_µg/kg;2-IPPDPP_µg/kg;4-IPPDPP_µg/kg;B4IPPPP+isomerer_µg/kg;4-tert-Octylphenol_µg/kg;4-tert-Octylphenol_monoethoxylate_µg/kg;4-tert-Octylphenol_diethoxylate_µg/kg;4-Nonylphenol_µg/kg;4-Nonylphenol_monoethoxylate_µg/kg;4-Nonylphenol_diethoxylate_µg/kg;Bisphenol_A_µg/kg;PFOSA_µg/kg;PFBS_µg/kg;PFPS_µg/kg;PFHxS_µg/kg;PFHpS_µg/kg;brPFOS_µg/kg;linPFOS_µg/kg;PFOS_µg/kg;PFNS_µg/kg;PFDcS_µg/kg;PFHxA_µg/kg;PFHpA_µg/kg;PFOA_µg/kg;PFNA_µg/kg;PFDcA_µg/kg;PFUnDA_µg/kg;PFDoA_µg/kg;PFTriA_µg/kg;PFTeA_µg/kg;4:2_FTS_µg/kg;6:2_FTS_µg/kg;8:2_FTS_µg/kg;Dibromoaldrin_µg/kg;Dechlorane_601_µg/kg;Dechlorane_602_µg/kg;Dechlorane_603_µg/kg;Dechlorane_604_µg/kg;Dechlorane_plus_syn_µg/kg;Dechlorane_plus_anti_µg/kg
2014115R1416MC45B_26-27;Mareano (2006- );2014;115;R1416MC45;R1416;MC;45;B;26;27;34.5453;72.6190;2;-273.60;2015-19;5.3;11;9.9;;;9.1;19;;1.7;;<0.5;1.1;;4.1;4.7;1.8;1.4;5.8;2.5;;0.90;11;0.70;;;;;;;1.3;4.9;5.8;8.3;4.7;<0.5;0.70;<0.5;;;4.3;1.0;1.1;0.80;0.70;;<0.5;6.9;8.7;6.1;3.7;2.4;2.6;<0.5;;21;4.7;4.5;12;10;99;16;2.1;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1425MC46B_00-01;Mareano (2006- );2014;115;R1425MC46;R1425;MC;46;B;0;1;32.8225;72.8400;2;-265.49;2015-19;8.6;13;11;;;12;20;;2.3;;1.2;1.5;;6.3;5.4;2.1;1.5;6.1;5.1;;1.9;20;2.3;;;;;;;1.8;6.4;7.8;12;7.0;<0.5;0.90;<0.5;;;4.7;2.0;2.6;1.3;1.4;;<0.5;16;12;11;9.7;4.5;3.6;<0.5;;66;13;12;25;16;151;44;4.9;29;29;<0.15;<0.15;<0.15;;;<0.3;<0.15;<0.15;<0.15;<0.15;<0.15;<0.15;0.40;<0.15;<0.15;<0.15;<0.15;<0.15;<0.15;<0.15;<0.15;<0.15;<0.15;<0.15;<0.15;<0.15;<0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1425MC46B_02-03;Mareano (2006- );2014;115;R1425MC46;R1425;MC;46;B;2;3;32.8225;72.8400;2;-265.49;2015-19;7.3;11;9.5;;;12;19;;2.0;;0.80;1.5;;4.3;5.0;2.0;1.5;5.9;3.8;;1.4;15;1.4;;;;;;;1.3;4.9;6.0;9.5;5.2;<0.5;0.70;<0.5;;;4.8;1.2;1.4;<0.5;0.90;;<0.5;17;12;12;12;3.8;2.7;<0.5;;48;12;13;22;14;134;41;4.9;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1425MC46B_04-05;Mareano (2006- );2014;115;R1425MC46;R1425;MC;46;B;4;5;32.8225;72.8400;2;-265.49;2015-19;7.2;12;10;;;12;20;;2.0;;1.0;1.8;;4.1;5.2;2.1;1.5;6.3;3.7;;1.3;15;1.6;;;;;;;1.4;5.3;6.2;9.9;5.4;<0.5;0.80;<0.5;;;5.1;1.3;1.5;<0.5;1.0;;<0.5;23;15;13;8.5;4.5;3.1;<0.5;;58;16;16;27;17;141;51;5.6;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1425MC46B_06-07;Mareano (2006- );2014;115;R1425MC46;R1425;MC;46;B;6;7;32.8225;72.8400;2;-265.49;2015-19;6.8;12;10;;;13;20;;2.2;;0.90;1.5;;5.8;5.2;2.1;1.7;6.3;3.7;;1.3;15;1.5;;;;;;;1.5;5.3;6.2;10;5.6;<0.5;0.80;<0.5;;;5.2;1.4;1.6;<0.5;0.90;;<0.5;22;15;13;8.5;4.7;3.2;<0.5;;50;14;15;24;16;140;44;4.7;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1425MC46B_08-09;Mareano (2006- );2014;115;R1425MC46;R1425;MC;46;B;8;9;32.8225;72.8400;2;-265.49;2015-19;6.4;12;10;;;12;20;;2.0;;0.80;1.7;;4.2;5.1;2.1;1.5;6.0;3.6;;1.2;14;1.2;;;;;;;1.3;5.0;6.1;9.9;5.2;<0.5;0.80;<0.5;;;4.8;1.3;1.6;<0.5;0.90;;<0.5;17;13;10;6.3;3.8;3.1;<0.5;;38;9.1;10;19;14;136;32;3.6;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1425MC46B_10-11;Mareano (2006- );2014;115;R1425MC46;R1425;MC;46;B;10;11;32.8225;72.8400;2;-265.49;2015-19;6.4;13;10;;;10;23;;2.1;;<0.5;1.6;;4.0;5.6;2.2;1.5;8.6;3.8;;1.2;13;0.90;;;;;;;1.3;5.1;6.2;10;5.5;<0.5;0.80;<0.5;;;5.1;1.4;1.7;<0.5;1.0;;<0.5;12;12;8.1;4.9;2.8;2.7;<0.5;;25;5.6;5.9;13;11;109;18;2.6;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1425MC46B_12-13;Mareano (2006- );2014;115;R1425MC46;R1425;MC;46;B;12;13;32.8225;72.8400;2;-265.49;2015-19;5.2;11;9.2;;;6.8;19;;1.6;;0.70;1.8;;4.4;4.9;1.9;1.6;6.4;3.8;;1.2;14;1.0;;;;;;;1.4;5.3;6.6;10;5.5;<0.5;0.80;<0.5;;;5.2;1.4;1.7;1.0;1.0;;<0.5;10;12;7.6;4.0;2.8;2.7;<0.5;;25;5.0;5.1;13;12;121;16;2.2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1425MC46B_14-15;Mareano (2006- );2014;115;R1425MC46;R1425;MC;46;B;14;15;32.8225;72.8400;2;-265.49;2015-19;5.6;12;9.6;;;9.1;22;;2.1;;<0.5;1.7;;5.6;5.7;2.2;1.8;9.1;3.7;;1.2;13;0.90;;;;;;;1.3;5.1;6.1;10;5.5;<0.5;0.80;<0.5;;;4.9;1.3;1.6;0.80;1.0;;<0.5;11;11;7.4;4.1;2.7;3.0;<0.5;;23;4.6;4.6;12;11;110;16;2.4;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1425MC46B_16-17;Mareano (2006- );2014;115;R1425MC46;R1425;MC;46;B;16;17;32.8225;72.8400;2;-265.49;2015-19;5.3;8.2;7.4;;;7.0;17;;1.9;;<0.5;1.4;;5.2;5.0;2.1;1.6;6.1;2.8;;1.0;11;0.80;;;;;;;1.1;4.4;5.4;8.7;4.7;<0.5;0.60;<0.5;;;4.1;1.0;1.2;0.70;0.80;;<0.5;7.8;9.8;6.4;3.5;2.5;2.7;<0.5;;21;4.7;4.5;11;11;119;16;2.2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1425MC46B_18-19;Mareano (2006- );2014;115;R1425MC46;R1425;MC;46;B;18;19;32.8225;72.8400;2;-265.49;2015-19;5.9;12;10;;;9.9;19;;1.9;;<0.5;1.6;;4.9;5.1;2.1;1.6;6.0;3.3;;1.2;13;0.90;;;;;;;1.3;5.0;6.1;9.8;5.2;<0.5;0.70;<0.5;;;4.6;1.1;1.4;0.80;0.80;;<0.5;8.0;11;7.1;4.1;2.9;3.1;<0.5;;21;4.6;4.4;12;12;128;16;2.2;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1425MC46B_20-21;Mareano (2006- );2014;115;R1425MC46;R1425;MC;46;B;20;21;32.8225;72.8400;2;-265.49;2015-19;5.5;11;10;;;8.7;20;;1.9;;<0.5;1.5;;4.3;5.3;2.1;1.7;6.3;3.5;;1.2;14;0.90;;;;;;;1.5;5.6;6.7;11;5.7;<0.5;0.80;<0.5;;;5.2;1.3;1.6;1.0;0.90;;<0.5;8.8;12;8.0;4.0;3.3;3.5;<0.5;;28;5.5;5.4;15;15;161;17;2.4;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1425MC46B_22-23;Mareano (2006- );2014;115;R1425MC46;R1425;MC;46;B;22;23;32.8225;72.8400;2;-265.49;2015-19;5.3;11;10;;;7.7;19;;1.9;;<0.5;1.4;;4.6;5.2;2.1;1.8;6.1;3.3;;1.2;13;0.90;;;;;;;1.3;5.1;6.1;10;5.3;<0.5;0.70;<0.5;;;4.7;1.1;1.4;0.90;0.80;;<0.5;7.9;11;7.2;4.1;3.0;3.2;<0.5;;22;4.4;4.4;12;13;133;16;2.1;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1425MC46B_24-25;Mareano (2006- );2014;115;R1425MC46;R1425;MC;46;B;24;25;32.8225;72.8400;2;-265.49;2015-19;5.4;11;9.7;;;8.2;19;;1.9;;<0.5;1.4;;5.3;5.2;2.0;1.7;6.4;3.1;;1.1;13;0.90;;;;;;;1.2;4.9;5.8;9.3;5.1;<0.5;0.70;<0.5;;;4.4;1.1;1.4;0.80;0.80;;<0.5;7.6;11;7.0;3.4;2.8;3.1;<0.5;;22;4.5;4.2;12;12;127;15;2.1;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1425MC46B_26-27;Mareano (2006- );2014;115;R1425MC46;R1425;MC;46;B;26;27;32.8225;72.8400;2;-265.49;2015-19;5.4;11;10;;;7.0;20;;2.0;;<0.5;1.5;;4.4;5.3;2.2;1.7;6.5;3.1;;1.1;13;0.90;;;;;;;1.3;5.1;6.2;9.9;5.3;<0.5;0.70;<0.5;;;4.7;1.2;1.4;0.90;0.80;;<0.5;7.8;11;4.6;4.3;2.8;3.3;<0.5;;22;4.6;4.3;12;13;135;16;2.0;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1425MC46B_28-29;Mareano (2006- );2014;115;R1425MC46;R1425;MC;46;B;28;29;32.8225;72.8400;2;-265.49;2015-19;4.8;11;9.3;;;6.5;18;;1.8;;<0.5;1.3;;4.2;4.8;1.9;1.5;5.7;2.8;;1.0;11;0.80;;;;;;;1.2;4.7;5.7;8.9;4.7;<0.5;0.60;<0.5;;;4.2;1.1;1.2;0.80;0.70;;<0.5;7.1;10;6.6;4.0;2.7;3.0;<0.5;;21;4.3;4.2;12;12;127;15;2.1;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1425MC46B_30-31;Mareano (2006- );2014;115;R1425MC46;R1425;MC;46;B;30;31;32.8225;72.8400;2;-265.49;2015-19;5.4;12;10;;;8.0;19;;1.9;;<0.5;1.3;;5.0;5.0;2.0;1.6;5.9;3.1;;1.1;12;0.90;;;;;;;1.3;5.0;6.1;9.4;4.9;<0.5;0.70;<0.5;;;4.5;1.1;1.4;0.80;0.80;;<0.5;7.1;10;6.9;4.2;2.8;3.1;<0.5;;22;4.5;4.2;12;12;128;15;1.9;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1425MC46B_32-33;Mareano (2006- );2014;115;R1425MC46;R1425;MC;46;B;32;33;32.8225;72.8400;2;-265.49;2015-19;6.1;12;11;;;9.7;7.0;;1.9;;<0.5;1.5;;5.1;5.7;2.3;1.8;6.7;3.4;;1.2;13;0.90;;;;;;;1.4;5.4;6.6;10;5.4;<0.5;0.80;<0.5;;;4.9;1.2;1.4;0.90;0.80;;<0.5;7.4;10;7.3;4.2;2.9;3.3;<0.5;;23;4.7;4.6;13;13;130;16;2.2;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1425MC46B_34-35;Mareano (2006- );2014;115;R1425MC46;R1425;MC;46;B;34;35;32.8225;72.8400;2;-265.49;2015-19;5.7;12;11;;;8.0;20;;2.0;;<0.5;1.3;;5.3;5.2;2.1;1.7;6.2;3.2;;1.1;13;0.90;;;;;;;1.4;5.3;6.4;9.9;5.2;<0.5;0.70;<0.5;;;4.7;1.2;1.5;0.90;0.80;;<0.5;7.4;11;7.5;4.8;2.9;3.2;<0.5;;22;4.7;4.5;12;13;126;16;2.3;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1433MC47B_00-01;Mareano (2006- );2014;115;R1433MC47;R1433;MC;47;B;0;1;32.3480;73.1997;2;-277.64;2016-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.04;0.23;0.04;0.06;0.09;0.06;0.10;0.05;<0.02;0.08;0.26;0.10;0.02;0.20;<0.02;0.22;0.06;<0.02;<0.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1433MC47B_02-03;Mareano (2006- );2014;115;R1433MC47;R1433;MC;47;B;2;3;32.3480;73.1997;2;-277.64;2016-34;5.6;9.7;8.6;;;6.2;17;;1.9;;0.60;1.2;;3.9;5.0;2.3;1.7;7.9;2.4;;1.0;11;1.1;;;;;;;1.2;4.7;5.7;8.5;4.9;<0.5;0.70;<0.5;;;4.7;1.2;1.5;0.90;1.0;;<0.5;13;13;9.8;10;3.6;3.2;<0.5;;46;12;12;22;17;167;32;3.9;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1433MC47B_04-05;Mareano (2006- );2014;115;R1433MC47;R1433;MC;47;B;4;5;32.3480;73.1997;2;-277.64;2016-34;7.5;14;12;;;8.8;22;;2.2;;0.90;1.6;;5.0;5.9;2.6;1.8;8.3;3.5;;1.3;16;1.5;;;;;;;1.5;5.9;7.0;11;6.0;<0.5;0.90;<0.5;;;5.7;1.5;1.9;1.1;1.2;;<0.5;18;15;13;13;4.6;3.6;<0.5;;48;12;13;23;16;167;41;4.9;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1433MC47B_06-07;Mareano (2006- );2014;115;R1433MC47;R1433;MC;47;B;6;7;32.3480;73.1997;2;-277.64;2016-34;5.9;11;9.3;;;6.9;5.9;;1.7;;0.70;1.0;;4.1;4.9;2.1;1.6;6.8;2.5;;1.0;12;1.2;;;;;;;1.3;5.0;6.0;9.0;5.2;<0.5;0.80;<0.5;;;4.8;1.3;1.5;1.0;1.0;;<0.5;19;14;11;7.1;4.2;3.0;<0.5;;47;13;14;22;14;136;43;4.9;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1433MC47B_08-09;Mareano (2006- );2014;115;R1433MC47;R1433;MC;47;B;8;9;32.3480;73.1997;2;-277.64;2016-34;5.9;11;9.1;;;7.8;17;;1.7;;0.60;1.1;;8.3;3.9;1.6;1.4;6.0;2.6;;1.0;11;0.90;;;;;;;1.2;4.6;5.7;8.4;5.0;<0.5;0.70;<0.5;;;4.5;1.3;1.7;1.1;0.80;;<0.5;19;13;9.0;7.3;3.1;2.0;<0.5;;42;12;<0.5;20;14;123;36;3.8;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1433MC47B_10-11;Mareano (2006- );2014;115;R1433MC47;R1433;MC;47;B;10;11;32.3480;73.1997;2;-277.64;2016-34;5.0;9.1;8.2;;;6.1;15;;1.6;;<0.5;1.1;;7.5;3.9;0.50;1.3;5.5;2.2;;0.90;10;0.70;;;;;;;1.2;4.2;5.2;7.7;4.6;<0.5;0.70;<0.5;;;4.1;1.0;1.7;1.0;0.80;;<0.5;16;12;7.6;5.8;2.9;2.2;<0.5;;35;8.9;8.9;16;11;116;27;3.2;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1433MC47B_12-13;Mareano (2006- );2014;115;R1433MC47;R1433;MC;47;B;12;13;32.3480;73.1997;2;-277.64;2016-34;5.7;11;9.7;;;7.2;18;;1.9;;<0.5;1.1;;8.6;4.2;0.50;1.4;6.3;2.4;;1.0;11;0.70;;;;;;;1.2;4.6;5.9;8.5;5.0;<0.5;0.70;<0.5;;;4.3;1.1;1.8;1.0;0.80;;<0.5;12;12;6.6;4.7;2.6;2.2;<0.5;;28;6.3;5.9;14;11;119;20;2.7;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1433MC47B_14-15;Mareano (2006- );2014;115;R1433MC47;R1433;MC;47;B;14;15;32.3480;73.1997;2;-277.64;2016-34;4.4;9.3;8.1;;;5.9;15;;1.6;;<0.5;1.2;;7.0;3.0;1.5;1.2;5.5;2.0;;0.80;9.1;<0.5;;;;;;;1.1;4.0;5.4;7.7;4.2;<0.5;0.60;<0.5;;;3.9;1.1;1.6;1.0;0.70;;0.70;8.2;11;5.2;1.3;2.1;2.3;0.90;;17;3.3;<0.5;9.9;9.3;108;12;<0.5;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1433MC47B_16-17;Mareano (2006- );2014;115;R1433MC47;R1433;MC;47;B;16;17;32.3480;73.1997;2;-277.64;2016-34;5.2;11;9.5;;;6.4;18;;2.2;;<0.5;1.0;;7.1;5.3;2.2;1.7;6.6;2.2;;0.90;10;1.1;;;;;;;1.2;4.6;5.1;8.0;4.4;<0.5;0.60;<0.5;;;3.5;1.5;1.6;0.90;0.90;;<0.5;8.3;10;7.3;3.8;3.1;3.2;<0.5;;21;4.1;3.7;10;11;123;14;1.7;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1433MC47B_18-19;Mareano (2006- );2014;115;R1433MC47;R1433;MC;47;B;18;19;32.3480;73.1997;2;-277.64;2016-34;4.6;11;9.0;;;5.8;17;;2.1;;<0.5;0.80;;5.4;5.2;2.2;1.8;6.5;2.1;;0.90;9.8;0.90;;;;;;;1.1;4.4;4.9;7.7;4.3;<0.5;0.60;<0.5;;;3.4;1.5;1.7;0.90;0.80;;<0.5;7.2;9.3;6.7;3.5;2.9;3.2;<0.5;;20;3.9;3.2;9.6;9.9;116;13;1.6;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014115R1433MC47B_20-21;Mareano (2006- );2014;115;R1433MC47;R1433;MC;47;B;20;21;32.3480;73.1997;2;-277.64;2016-34;4.6;9.4;8.3;;;6.5;15;;1.6;;<0.5;1.3;;7.2;2.9;1.5;1.2;5.4;2.0;;0.80;9.4;0.50;;;;;;;1.1;4.1;5.2;7.6;4.3;<0.5;0.60;<0.5;;;3.9;1.1;1.7;0.90;0.70;;<0.5;6.7;9.9;5.1;3.2;2.0;2.3;<0.5;;16;3.5;2.9;9.7;9.3;109;11;1.7;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
